id,attraction_id,content
11,124,"天阁复兴酒店位置在市中心,条件不错, 干净整洁, 大床软硬度刚好, 枕头也很舒服（ 这些都是我最在意的）！ 酒店管理很好, 前台服务每一位都很有礼貌很热心😀👍👍 最重要的是酒店离复兴南京站很近, 走路约3分钟, 出行或转车都很方便的. 很近辽宁夜市,走路约10分钟左右😀

下次来台北一定来这里住👍"
12,124,"因臨時預定房間，需要一間安靜又無煙味的住宿房，因此選擇了天閣復興館，房間雖不算大，但有浴缸、花撒淋浴、舒適好睡的雙人床、還有2台電視、洗衣機、微波爐、膠囊咖啡機及小點心吧台，房內的設計新穎，自動搖控窗簾，可以一整天都待在房內不出門，可惜現在房價漲的太誇張，不然還想多住2晚。
有機會會再入住。"
13,124,"房間位於三樓，大片落地窗面向敦化北路，窗簾有二層，是遙控電動式。
房間空間還算大，浴室也很大，沒有浴缸，馬桶是免洗智慧控制的，洗漱用具充足且好用，空調可調穩定，床鋪乾淨舒適，因樓層較低，晚上安靜時會比較容易聽得到馬路車輛的聲音。
房間除了備有礦泉水，還有泡紅茶用具、膠囊咖啡機、冰桶、紅酒杯、咖啡包奶茶包各式茶包&零食一應俱全，冰箱也有免費提供可樂&寶礦力。
早餐用餐時間07:00開始，菜色種類還算頗多，中西式等該有的都有，口味還不錯，乳酪種類多，用餐座位為沙發式，很舒服。
飯店鄰近南京復興捷運站，南京東路三段上公車也不少，搭乘大眾交通工具方便，如果要叫計程車，可以請一樓櫃檯人員幫忙預約，櫃檯人員服務優且親切，進出都會打招呼有禮貌。
周遭附近就有多間便利商店，附近用餐跟小吃的也都非常近，用餐或宵夜都很方便。"
14,124,遷台對應禮貌且迅速，房間內乾淨整齊，設備一應俱全，離捷運站很近，第一次來住的感覺良好，以後會考慮出差時常來住。
15,124,二樓提供的咖啡與熱水，非常貼心。手機的充電服務也很棒。服務人員都很sweet! 淋浴設備舒適👍🏾地點方便，周邊機能豐富。會再入住👍🏾
16,124,酒店性價比高，好近捷運站，房間設施齊全，mini bar全部免費享用，有illy咖啡機，隨時都可以享受美味的咖啡。員工友善細心，剛好入住的最後一天遇到地震，員工也協助客人解決問題。
17,124,舒適柔軟的床一覺到天明，房內有微波爐、洗衣機、咖啡膠囊機，甚至竟然有環繞音響，硬要挑骨頭的話就是沒有停車場，很可惜。
18,124,設施標示唔清晰，天泉客房內嘅按摩池，沒有清楚標示怎麼使用。第一晚嘅時候，將整個衛生間都噴濕了，所有衣服毛巾都濕透。不過前台服務員很好，打電話去馬上有前台姐姐來清理，當時晚上十時多，清潔阿姨已下班。其他地點，衛生等很好，房間內有微波爐，小水吧。
19,125,"清明連假🏖️入住２間雙人房，
辦理入住時住客眾多，等待期間，
家人享用飯店提供的小餅乾、軟糖、包種茶☕️
櫃檯小姐很親切地為我辦理入住，
很解說很詳細館內設施及注意事項，
也很有耐心回答我的問題，ｅｘ：木柵動物園🐒要怎麼到達？及停車問題．．．等；
飯店地點距離深坑老街不遠，門口旁就有公車站（去木柵動物園很方便）、離高速公路也很近、房間內乾淨整潔（浴室雖然有小霉點），飯店內停車方便退房後車仍可停於館內👍，
我們使用館內的三溫暖及健身房，當下沒人，有包場的感覺🎊😆。
隔天７：２０去餐廳用早餐的人潮算多，工作人員服務態度很好，桌上的空盤也收得很勤，早餐選擇性多；
退房時遇到打掃的清潔人員們很和善對著我們說：歡迎下次再來！我們則對她們說：妳們辛苦囉！"
20,125,"跟老公-今晚住福容一泊一食，搭壽星專案贈送蛋糕🎂跟氣泡酒🥂
，享會員+壽星折扣，住四人房
才五千初，優惠很多🎉。
全台都有福容，加會員享折扣，真的很推。
這已經第三次入住不同區域的飯店了，所遇到的服務人員都不錯，飯店設施也很棒。
同樣是飯店人員，我真心推薦福容👍"
21,125,"第一線接待人員都很親切
這幾次都是住雙床房
然後都住在高樓層
房間窗簾拉開都很明亮
看出去的風景也不錯
浴室雖然不是每一間都有乾濕分離
但整體很乾淨~很棒~空間也夠大！
周圍附近吃的很多
飯店早餐也蠻豐盛的~
中西式都有！
用餐空間也很夠環境也很安靜！
館內還有三溫暖可供住客免費使用
只需要拿房卡到接待櫃台換三溫暖專用門卡
這幾次都是搭高鐵到南港然後轉乘計程車
只是從飯店要叫計程車去其他地方比較不好叫
但還是會有少許的計程車在飯店外等
飯店好像也有接駁車
但是需要提前預約
整體而言蠻值得推薦的~
有機會的話會再來住"
22,125,"商務旅館型 小而美

貼心的提供洗衣籃 可惜浴室沒椅子

很多韓國遊客

只有一樓飲水機 賀眾牌智慧型

早餐推薦靈芝茶葉蛋及米粉湯

其他餐點普普通通

北部天氣不穩定 要攜帶雨傘"
23,125,"隔日去動物園的住宿好選擇，服務人員很友善，房間乾淨很大，晚上也很安靜
透過agoda訂高級雙人房，有備註希望高樓層並提供消毒鍋與幼兒澡盆，都有達成。
看評論好像有些房型是沒有乾濕分離，幸運的住到有的，單人浴缸泡澡很舒服
冷氣的話要設定到23.5比較剛好，不然會覺得濕氣有點重。
早餐基本的吐司粥炒麵沙拉都有，不好不壞，但咖啡豆喝不慣"
24,125,早餐是我吃過最爛的  前一晚入住時人員說盡量8:30用餐 8:30前很多團客 比較人擠人把！我想說8:30本來就是平常吃早餐的時間，因為畢竟10點退房 結果8:30去到那裡很多菜都是空的也都沒有補  一直在等補餐 也都沒人補  很多人都不知道夾什麼菜因為根本無菜可夾 1⃣️晚4000塊真的是很不值得入住 還不如去吃外面的早餐 ！還是說只要服務好團客就好呢！？那就不要建議什麼8:30吃早餐 根本沒菜沒食物 ！
25,125,"早餐的時候服務人員的貼心帶位還有親切的問候,提供兒童座椅前還會幫忙用酒精擦拭消毒,幫忙收拾餐盤的王威德先生還會跟客人親切的互動還有主動詢問需要什麼幫助,早餐選擇多,烤鯖魚真的好吃,房間內乾淨整潔,浴室雖然有小霉點,但整體不影響感受"
26,125,"地點方便，公車車次多
房間電視沒更新太老舊
廁所沒免治馬桶
一晚房價上萬元跟3年前來訪房間設施相同，價格卻翻一倍多，接駁服務還縮水。"
27,125,6000多的房價，蓮蓬頭無法正常噴水、熱水忽冷忽熱，沒有乾濕分離，浴簾遮不住花灑的水流滿地，洗個澡還要小心翼翼，浴室沒抽風，早餐普普，請加油好嗎？no more next time
28,125,是有名氣的大飯店，住宿吃早餐人超多要排隊進場，感覺服務人員好忙碌，登記入住也是要排隊，我總覺得房間裡一直有股潮濕味，可能是我對氣味太敏感吧😵
29,126,"房間寬敞、附早餐、停車場！

平價住房難得房間還有沙發椅及桌子 寬敞！
早餐好吃豐富，用餐環境悠閒、寬敞！
這種價位有附停車場的真的不多而且 寬敞！
在擁擠的台北難得遇到！"
30,126,這是第二次來住宿了。上次帶媽媽來住宿時，也是住在捷絲旅，地點近公館捷運，旁邊就有公館夜市、師大夜市，食宿交通都方便。值得大力推薦。
31,126,"四人房住兩大兩小很舒適，床舖支撐力夠好睡，空間也很大，房內有一張大圓桌很實用。
捷絲旅系列的早餐就是讚！品相雖不多，但新鮮、精緻好吃。"
32,126,"房間乾淨,隔音很不錯,入住旅客相對單純。讓人住起來安心。
早餐雖然樣式不多,但是該有的還是都有。
服務人員相當友善。
旅店對面即是熱鬧的夜市商圈。
附近吃的也多,對於住宿休息的人來說,相當好,附近沒有吵鬧的聲響。

值得推薦"
33,126,因為常來開會，所以住過好幾次了。本來就喜歡這個地點，房間也很整潔，今天又來入住，早上11點多就到了，感受到櫃檯服務人員的親切，沒想到還幫忙升級房型並讓我直接可以進房間，非常開心。幾次住下來，可以感受到服務越來越有溫度。
34,126,位於公館銘傳國小旁的台大尊賢館是吳尊賢先生捐贈給台灣大學的，目前由捷絲旅經營，一樓為接待大廳而，二樓是餐廳由義饗食堂經營，三樓以上為客房。有收費地下停車場。
35,126,每一個房間固定配一個車位，用餐時間有可能會需要等待，可以提早跟櫃檯登記停車，然後再到外面轉捷運公車移動，交通位置非常好。我們的房型有搭配早餐，餐點有西式的沙拉、麵包、薯餅等等有中式的稀飯、肉鬆等。沙拉的菜種類很多，也有水果起司可以搭配。用餐時間在7:00-10:00，可以早一點來，慢慢享用。我們訂最簡單的房型，但每個房間都有一組沙發還有桌子，空間很舒適。床躺起來舒適，整體算安靜，對外隔音可以，對內雖然隔音不能算太好，但可以接受。外面有開飲機，所以也不特地煮水非常方便。建議一次性替換的物品自己準備喔！對環境友善。小孩在交誼廳可以玩一陣子，小缺點是木頭玩具跟木頭桌子碰撞聲會比較大。外頭鄰近公館商圈，吃東西非常方便。
36,126,"最近連續入住經驗分享
1. 服務：
非常專業用心，特別幸運是我在退房時恰巧認識了戚經理，她不但說明捷絲旅NTU的獨特性，更得知我對住宿條件有特別偏好，例如：高樓層、寧靜房、附浴缸，結果在下次入住時，都滿足了。真是傾聽反饋，以客為尊！

2. 位置：
捷絲旅NTU就在捷運古亭站(台大站)旁邊，交通方便應該不用我多加說明了。
周邊吃飯選擇多樣性高，早餐在2F義享食堂，主打健康美味，光坐在綠化度很高的環境用餐就是一種享受。

3. 設施：
特別喜歡1F大木桌，可以在那閱讀，處理一下公事，總之是放縱心靈沈澱的好地點。當然，因為身處台大旁邊，也有實體書店可以充電。

總之，捷絲旅NTU是我在台北住宿的首選！"
37,126,房間乾淨舒適，體驗很好，感謝服務人員Danial 在住房期間的服務！感受到滿滿的熱情與熱心，下次還會再來
38,126,這次帶孩子連續住了3個晚上，不僅房間乾淨，住起來舒服，早餐也好讚👍！更棒的是交通超級便利，有捷運也有公車，開車🚗來也有停車位可以放！孩子說下次來台北玩還要繼續住這呢！
39,127,"地點在六張犁捷運站，走路大約10分鐘左右。騎腳踏車來往大概只要3分鐘，很方便（捷運站旁與飯店旁都有很多Youbike可租借）

一樓大廳旁有7-11，從評論得知B1有咖啡機、小點心、泡麵可免費使用（建議入住時服務人員可介紹）不過泡麵供不應求，入住4天沒看到過～

B1還有電腦可使用！

房間裝潢不新、不大，但蠻乾淨的，濕氣有點重。入住時有告知早上旁邊會有施工聲，但隔音還算好，6樓只聽得到些微施工聲。

房間的枕頭很軟，無法支持頭部，床墊躺起來也能些微感受到彈簧，但整體不影響睡眠。

浴室洗澡水量很強、水溫夠熱。3樓有共用的洗烘衣機，非常方便！

整體來說是個不錯的入住體驗，連假的台北能找到一晚3000內的房型，CP值很高！下次還會想住～"
40,127,"［房間配置］
房間配置屬基本款，目前住過的4次依照房型不同舒適度也不一樣。
三人房、四人房剛好都有配置到浴缸房型且乾濕分離。
雙人房沒有浴缸，但一樣有乾濕分離、算小而美。
房間內的備品品質一般，洗沐組的香味屬小眾代工品牌。

［飯店內其他硬體設備］
地下室有免費的咖啡、泡麵、餅乾及飲用水可供自行享用，座位區旁有簡易的電腦設備可供上網及簡易辦公，算方便及貼心。
3樓有自助洗衣設備可供使用。
有附停車場，但位置偏小、休旅車可能有點危險。

［服務人員、接待］
依照訓練素質不同，每次接待的人員態度都不同，但整體來說還算一般。

［地點便利性］
離六張犁捷運站算近，附近吃食不是很方便，但隔壁就是7-11，算是滿意。"
41,127,"真的不會再訪的一間飯店，糟糕的不是飯店本身，而是櫃檯人員的服務品質。
去過這麼多飯店，沒有一間飯店會像這間櫃檯人員一樣，從頭到尾臭臉臭到不行，從一開始check in，到最後的checkout我都在想這樣的工作態度對嗎？
飯店業本身硬體設備不夠好，就應該會用軟體設備來補強，但是貴公司的服務熱誠，從頭到尾都只有停車場阿北身上顯現的出來。
凌晨五點下去櫃檯的時候，櫃檯也沒有人，總之就是一間不會讓人家想再來的飯店。
至於隔音設備，平心而論，我是睡3樓，找道理來說應該很容易被車流聲吵到，但實際上聽不太到外面什麼聲音，所以我是覺得隔音還OK。
床非常非常的軟，很像凹進去，枕頭也是，所以睡得真的不太好，不過如果你是喜歡睡軟床的人對你來說可能就會很加分。
停車場位置是真的蠻小的，如果不太會開車的人停進去停車場裡面應該會嚇到"
42,127,假日期間，我們在隔壁的7-11吃早餐，孩子突然鬧肚子痛想上廁所，雖然沒有消費飯店，很不好意思+非常有禮貌的問櫃檯能否借我們廁所，我們接受沒有消費不外借，但直接當著我們的面翻一圈白眼，櫃檯小姐Annie您還好嗎？
43,127,說真的，除了隔壁是7-11，左鄰右舍附近都是汽車售賣中心，根本找不到任何吃的地方。雖然酒店有提供早餐，菜品一般，除了台灣粥配小菜，沒有任何台灣的特色。在酒店前必須等至少半個小時才有機會截到的士，必須通過櫃台幫忙叫車才行。必須直接向該酒店訂房才有免費早餐提供，通過㩗程定房同樣價錢是不含早餐的。要求延遲一個小時check- out 竟然被要求支付一個小時台幣400元的收費。今後應該不會再選擇這麼不方便的酒店！
44,127,飯店是有點年紀了但是服務（停車場引導人員到櫃檯還有阿姨）很熱情，我入住臨路高層浴缸房，雙層玻璃的隔音很安靜，是商務出差的好選擇。但是低樓層可能會比較吵。 畢竟他是在熱鬧的路口。
45,127,"地理位置離六張犁捷運站步行10分內，飯店門口旁有7-11。飯店價格算經濟實惠，入住了四晚，地下B1有24小時的咖啡Bar,小餅乾可使用。房間算大（1人住的話很夠用）衛浴設備浴缸很大，但沒乾濕分離， 樓層間有免費洗衣烘衣機服務，很貼心。"
46,127,"不知道是所有房型都這樣還是只有幾間，進房後是廁所有點不太習慣，而且門只能闔上不能鎖，闔上也闔不緊。冷氣不太冷我覺得蠻不ok的，然後最讓我不能接受的是廁所⋯馬桶蓋有尿垢，而且不是一點點那種，正反面都有。正面只有微微一些⋯背面就蠻多的，而且是我用濕紙巾一擦就掉的，不是那種無法清潔的尿垢。
其他部分都還算可以，也可能我這間是零星個案，硬體條件無法改變我覺得都可以接受，只希望業者在清潔上能夠再多用心。
PS:吹風機部分真的希望能夠汰換，對女性顧客真的太不友善了，吹頭髮吹到都不知道是自然乾還是吹乾的。"
47,127,"跨年住宿2天，個人經驗小分享：
1. 地點離捷運站還是有些距離，如果走臥龍街很容易迷航，出飯店外面可以遠眺101。
2. 房間如其他旅客形容，空間較小，平開行李箱有困難。電視是SONY 平面。床鋪偏軟但不是會陷下去那種，我個人睡得不錯，被子跟枕頭也很舒服。
3.浴室設計不太好，洗完澡地板都濕了，建議飯店改為乾濕分離比較安全。浴缸很小，而且有破損，洗完澡心很累⋯
4. 早餐餐點選擇較少，下午跟晚上有住宿零食跟泡麵享用。大廳有7-11很方便！
5. 服務人員親切，見面都有主動打招呼，住宿期間請飯店提供的幫助都有馬上解決。跨年小卡跟禮物讓我覺得很溫暖！謝謝妳們。😊"
48,127,"入住10樓，房間雖然小但很乾淨，
衛浴空間如果可以大一點更好，
可能是因為在10樓的關係所以沒有什麼噪音，
交通如果搭公車的話超級方便，
離捷運站步行約10分鐘，
1樓有7-ELEVEN，
是對得起價格的一間飯店。"
49,128,"附近有捷運站及ubike站點，交通方便；飯店高貴典雅，房間的空間讓人驚艷，附上咖啡機、迎賓飲料，環境舒適，有澡盆且內部光線明亮，並有一舒適的桌椅可供比電繕打使用。

小小缺點：設備可能要定期更新，如冰箱略為有異味，清潔度可再加強，空調還是略為大聲，且溫度不易調整。價格不到3000 (我住2600)，雖無早餐，以此品質提供，回訪機率非常高，且環境、品質及服務遠優於鄰近2600~3200之飯店。

重點是前台一位男性服務人員服務非常好，因今日到訪時，房間尚未整理好，和緩的請我坐下休息，並贈送小禮物賠禮，很不錯。到了房間，不知道鄰近(我六樓)哪個房間小孩(或大人)，約五分鐘會在房間大聲跑動... 5:30~6:30 間共約跑了10多次，令人煩躁，打電話給櫃檯可能過忙沒回應，待我出門用餐時，跟櫃台反映此情況，櫃台說他會處理，且萬一過了10點仍有小孩大聲跑動，務必要反應，待我用餐回到房間至睡前，皆無受到小孩跑動干擾，此飯店處理房客要求，非常的棒，給五星 無庸置疑"
50,128,"由於一些個人因素，居住在漢普頓酒店有好一陣子了。在這期間不但一直受到工作人員的貼心照顧，也見證了整個飯店的進步，顯示出經營者的用心。

整體是間物超所值的飯店。服務好，房間舒適，重視整潔，地點也很好，在各方面品質都相當有水準。

服務人員團隊的每一位(韋恩、戴爾、吉米、托比、茱莉亞、莉莉、艾瑞克、文森）以及房務人員都很用心並努力讓人感到賓至如歸，非常值得肯定。

漢普頓酒店是間很優良的飯店。"
51,128,房間很大，非常乾淨，地點方便～提早訂有訂到很划算的價格，物超所值！沒有訂飯店早餐覺得可惜，隔天看環境覺得餐點應該不差～下次北上肯定會再住，那天一夜好夢，相當感謝😘
52,128,"2024/04/27
無意間在媽咪愛網站找到這家酒店，一泊二食的方案很划算，已經來住三次了，房間很棒👍，之前洛可可晚餐自助餐很不錯，可惜已經收了，改成套餐的新餐廳，兩個大人覺得ok,兩隻小鬼覺得太清淡🤣。
一樓大廳隨時都會有迎賓的水果跟餅乾，很愛那個方塊酥😆
還有晚上10點，大廳還會提供泡麵，真的很貼心👏👏👏
對了，現在第二瓶礦泉水要另外收費了。不能請機器人漢堡送水上來了🤣
上一次住的時候，有打電話去總機那邊要瓶水，結果是機器人送上來，真的很棒，會不會太多人要玩漢堡，所以改第二瓶水要錢了🤔
最後要說，大廳跟餐廳的服務人員都很親切，真的沒話說😘

2024/04/27 吃完七號洋樓的套餐後更新
吃完上樓後，小鬼說還是喜歡自助餐，她們希望可以恢復成洛可可晚餐自助餐。現在在等晚上10點的泡麵了🤣"
53,128,飯店人員服務親切，對幼兒非常友善耐心！ 大廳有餅乾、水果 可以享用！ 3樓還有兒童遊戲室！ 非常推薦❤️
54,128,"打卡五星送精美小禮物,提醒勿因小失大。

註：疫情期間是防疫旅館

櫃檯自稱主管的男服務員，對應態度令人興奮激賞，如小丑般的娛樂演出更是讓人鼻酸，值得六顆星，這是多出來的一顆，不客氣，妳要乖乖聽話繼續保持，知道嗎。

像這種會用鼻子講話的奇才，建議貴公司要自己留著好好的重點栽培，假以時日必能發光發熱，為飯店業樹立標竿。

更：從回應的文字內容裡，即可判斷其服務素質（光是回應內容就修了三次以上,感覺江郎才盡）。
過往旅客留下的差評因為太貼近真實,所以都不敢正面回應,只能一直跳針回應這篇,而且還花了好幾天的時間才完成潤詞,根本就是在自曝其短。

才剛當上主管的年輕人,就以為飯店是自己開的,還口出狂言說出所有客訴最後都會回到他手上這種話,熟不知在飯店業,要成為一位出色的專業經理人是要通過重重考核和歷練才能養成,並不是躲在櫃檯後方炫耀自己空有的頭銜而來。
對客人來說,入門後的服務人員接待是對一家飯店最初的印象,這種站沒站姿,回應口氣還故意針鋒相對的F/O絕對讓人反感,客訴處理過程言語粗糙且充滿敵意,在在顯露出不適任的醜陋點。
先是一句話惹惱客人,最後在自身能力無法解決時,竟然使出報警以及取消己經付款的訂房來找台階下,真是滑天下之稽,教材之恥。
轄區二位警察前來了解狀況後也覺得莫名奇妙,一位私下叫我投訴總公司,另一位則表示不知道來做什麼,幫忙處理客訴嗎？嗚呼妙哉！
（警車和救護車是飯店業者心照不宣的大忌,這種不顧飯店顏面的行為也只有在此才能遇見,果真業界奇才。）

後來入住台北喜來登飯店,館內員工親切有禮,餐飲水準超乎預期,房間乾淨舒適,就算沒有送精美小禮物,還是發自內心給了五星好評。

一比較下來,可以明顯感受到專業與不專業的落差程度。"
55,128,今次入住四床家庭房，空間非常大。清潔到很高，而且很舒適。客服人員服務很周到，而且很有禮貌。小朋友最喜歡他的免費小食。有機會下次都會選擇再入住。
56,128,"訂了兩床的房間一個晚上，白天幫我們check in 的櫃檯人員Wayne 非常有效率也非常有禮貌。晚上給我們房卡的Lily 跟 Julia 也很親切很可愛。

房間空間很大，若有身障者需入住無須擔心輪椅進不去，浴室為乾濕分離、地板也有止滑設計，唯一要小心的是浴室門口有小台階。

最後不得不嘉獎一下飯店大廳提供的茶水、水果以及泡麵。非常貼心的服務。"
57,128,一定要給五顆星超過的，小孩跟家人超喜歡，飯店的停車場超優，之前住過停車場很陰暗不好停車，漢普飯店服務人員態度也很好，幸好，有臨時在上個月底改變主意訂這間，家人說，雖然，比之前的價格高一點，但，加上回饋的根本差不了多少！
58,128,"CP值非常高的一間飯店，以這樣精華地段的飯店收取這樣的房價，實在很超值。離捷運站稍許步行一段距離，但有地下停車場，門口有公車站，交通算是很方便。樓下就有7-11、星巴克，走幾步路也有許多餐廳、頂呱呱，對面有伯朗咖啡，覓食很容易。
房間有免費飲料，大廳也有無限提供水果跟餅乾、香草檸檬水，晚上十點還有提供泡麵宵夜（數量有限很容易被搶光），房間有浴缸，有特殊需求還會有智能機器人送達房間，兒童遊戲室雖不大，但適合小幼童。整體而言都很滿意。 隔日早餐菜色種類適中，有現煮湯麵跟鮮榨蔬果汁（DIY)，飯店早餐第一次看到。"
59,129,"交通：搭乘文湖線或板南線至南港展覽館1號出口→右轉順著展覽一館直行看到subway店家→從旁邊巷道右轉→繞過TFC大樓前方右轉立刻到達飯店。（依google方式會繞遠路）

2023年10月7日開始試營運，全新豪華又氣派，兼具現化與科技的大樓外觀，

外面有噴泉水池，晚間在燈光的照射下非常漂亮，一樓大廳寬廣，每一個空間、角落都很有設計感，櫃檯服務人員態度親切。

房間的佈置和設計令人驚豔，質感也相當高，𣲙箱的免費飲品非常足量。

令人舒適的床墊和枕頭，通過大面玻璃窗可以看到快速發展、一棟棟充滿設計外觀的商辧大樓，彷彿欣賞建築藝術品。

早餐採buffet方式，樣式相當多，用餐環境寬廣又兼具隱私地座位設計與安排，服務人員非常勤快與專業。

非常推薦想要有不同住宿體驗的旅人，可以來住住看。"
60,129,"5/9入住豪華客房1718。晚間十點多回來發現會有怪聲“都都都” 不是一直但一會就傳來。 坐在對外窗旁的沙發椅除了會聽到外面車輛聲 還會聽到大型機械或大卡車的運作聲音（旁邊大樓還在施工），有找飯店人員來看 但家人已經累不想勞累再換房。這使我一夜不好睡，起來多次。隔天頭痛身體不適一天。1718房那側走廊, 味道特別重 雖然是好聞的清潔劑味道，但每次從房內出來總被這強烈味薰。不甚舒服，是為了壓掉什麼之前不好的味道嗎？

原先覺得就算了，但說真的花費不斐來住五星級“豪華”客房，不是一般房，結果是這樣真不值啊。 不推薦也不想再來"
61,129,"久聞台北漢來大飯店的豪華,終於有機會可以親臨飯店~

今天主要是來參加婚宴!

位置:臨近南港展覽館(隔壁),位置遠離市區一段距離,所以有點遠(騎車;原以為新開幕不久的飯店,又有點偏遠,飯店內的車位應該足夠,結果沒想到11:00到達竟然滿位(反而汽車空位還有),附近找不到停車格,只好停到隔壁的南港展覽館,再走過去!這點...有點扣分!

婚宴之前,在五樓的水晶教堂有個證婚儀式,5樓水晶教堂,週遭佈滿水池,很有浪漫的氛圍!

婚宴場地在3樓,場地寬廣,菜色豐富;上菜的服務人員每個都很專業,態度也充滿服務的熱忱,值得讚許!

整體而言,對飯店印象還不錯!大廳相當廣廣氣派;服務人員每個都很專業又有熱忱!相信未來也能帶動台北市飯店業的發展!"
62,129,"昨天參加朋友的婚宴, 從一進大門整到離開飯店整體來說都很滿意。有別於其他星級飯店, 從門衛、Lobby、宴會廳的服務人員都很親切, 不會像一些星級飯店一樣服務冷冰冰少了人情味。另外令我感到驚訝的是一個戴著金翅膀的男生  (我原本以為是金鑰匙,男友說不是) 可能他在遠處已經看到我男朋友拿著他的球鞋加上我不熟練的穿著高跟鞋扶著他走路, 當下他還在服務其他客人, 但是他用他的微笑跟手勢請我們等他, 然後拿了高級的飯店拖鞋跟袋子給我們, 表示離場的時候會用得到。天啊!! 真的超貼心!!! 從來沒在其他5星級飯店受到這樣的服務, 真的很謝謝他!!!"
63,129,"5/3入住豪華房
5/4早上至二樓享用早餐時
因為我們為兩大一小(六歲)
所以入場前先支付了小孩費用才入內
帶位的服務人員替我們將兩張雙人桌併桌
並放上用餐中的牌子後告知我們可先去取餐了
在取餐途中
我看見有一組韓國人要到我們的位置坐下
便跑過去告知這裡已經有人坐 韓國人才離去
而在這之中 旁邊的帶位人員都沒有任何反應

第二次
是拿完餐帶小孩回到位置時
我們的桌子已經被拆回成兩張獨立雙人桌???
而其中一張雙人桌多塞了一張椅子

我告知這位帶位人員(一位大姊)
這裡是我們的位置  剛剛併桌是因為我們有三個人
(桌上都有放置用餐中的牌子了)
帶位大姊卻用非常差的口氣說你們三個人就坐這裡啊!
她指著雙人桌(多塞了一張椅子的那桌)

放眼望去
一整區沒有人坐的桌子不去安排？

我們一共三個人 小孩六歲
付費進來 為什麼沒有自己的位置
要三個人擠在雙人桌
還要忍受工作人員在大庭廣眾下質疑我們
僵持到另一位男性工作人員過來
把這位帶位大姊支開 才結束這場鬧劇
（至此時都未因造成客人困擾向我們表達歉意）

非常的親子不友善 感受極差"
